Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2008,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.008,91
2009,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.009,48.5
2010,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.01,6
2011,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.011,36.25
2012,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.012,66.5
2013,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.013,53.25
2014,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.014,40
2015,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.015,41.05
2016,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.016,42.1
2017,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.017,75.75
2018,summer,0,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.018,109.4
2000,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0005,104
2001,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0015,85.65
2002,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0025,67.3
2003,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0035,106.25
2004,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0045,145.2
2005,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0055,99.8
2006,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0065,54.4
2007,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0075,107.45
2008,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0085,160.5
2009,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0095,120.75
2010,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0105,81
2011,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0115,94.7
2012,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0125,108.4
2013,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0135,96.6
2014,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0145,84.8
2015,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0155,96.4
2016,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0165,108
2017,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0175,137.4
2018,winter,2,Avon Wheatbelt,"Tropical and subtropical grasslands, savannas, and shrublands",,4,2.0185,166.8
2000,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,44,5,2.00025,270.2
2001,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00125,196.75
2002,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00225,123.3
2003,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,144,5,2.00325,118.1
2004,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,4,5,2.00425,112.9
2005,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,53,5,2.00525,121.45
2006,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,44,5,2.00625,130
2007,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,4,5,2.00725,99.8
2008,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,3,5,2.00825,69.6
2009,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,32,5,2.00925,134.85
2010,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,75,5,2.01025,200.1
2011,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01125,163.45
2012,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,4,5,2.01225,126.8
2013,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,61,5,2.01325,161.7
2014,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,3,5,2.01425,196.6
2015,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,2,5,2.01525,175.6
2016,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01625,154.6
2017,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01725,103.9
2018,autumn,1,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01825,53.2
2000,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,2,5,2.00075,353.3
2001,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00175,278.05
2002,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,2,5,2.00275,202.8
2003,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,6,5,2.00375,221.5
2004,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,9,5,2.00475,240.2
2005,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,1,5,2.00575,225.05
2006,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00675,209.9
2007,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00775,263.8
2008,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00875,317.7
2009,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.00975,391.2
2010,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01075,464.7
2011,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,17,5,2.01175,338.75
2012,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01275,212.8
2013,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.01375,156.2
2014,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,2,5,2.01475,99.6
2015,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,5,5,2.01575,271.45
2016,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,4,5,2.01675,443.3
2017,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,1,5,2.01775,344.5
2018,spring,3,Ben Lomond,Temperate broadleaf and mixed forests,9,5,2.01875,245.7
2000,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,96,5,2,281.2
2001,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.001,315.4
2002,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,64,5,2.002,349.6
2003,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,6,5,2.003,427.35
2004,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,28,5,2.004,505.1
2005,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.005,520.25
2006,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,9,5,2.006,535.4
2007,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,30,5,2.007,504
2008,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,11,5,2.008,472.6
2009,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,37,5,2.009,381.25
2010,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,34,5,2.01,289.9
2011,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.011,366.025
2012,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.012,442.15
2013,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,7,5,2.013,289.225
2014,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,22,5,2.014,136.3
2015,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,38,5,2.015,202.55
2016,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,98,5,2.016,268.8
2017,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,25,5,2.017,309.2
2018,summer,0,Ben Lomond,Temperate broadleaf and mixed forests,50,5,2.018,349.6
2000,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,22,5,2.0005,161
2001,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0015,133.2
2002,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0025,105.4
2003,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0035,142.2
2004,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0045,179
2005,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0055,183.6
2006,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0065,188.2
2007,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0075,187.9
2008,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0085,187.6
2009,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0095,307.7
2010,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0105,427.8
2011,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0115,303.7
2012,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0125,179.6
2013,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0135,177.6
2014,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,10,5,2.0145,175.6
2015,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0155,308.65
2016,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0165,441.7
2017,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,2,5,2.0175,293.95
2018,winter,2,Ben Lomond,Temperate broadleaf and mixed forests,,5,2.0185,146.2
2000,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",3,6,2.00025,254.8
2001,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.00125,149.7
2002,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",5,6,2.00225,44.6
2003,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",6,6,2.00325,27.5
2004,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",38,6,2.00425,10.4
2005,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.00525,81.4
2006,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.00625,152.4
2007,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",129,6,2.00725,95.5
2008,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",80,6,2.00825,38.6
2009,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",16,6,2.00925,88.35
2010,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",45,6,2.01025,138.1
2011,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",106,6,2.01125,195.35
2012,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",55,6,2.01225,252.6
2013,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",88,6,2.01325,161.5
2014,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",818,6,2.01425,70.4
2015,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",889,6,2.01525,78.2
2016,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1290,6,2.01625,86
2017,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",3253,6,2.01725,52.9
2018,autumn,1,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",2140,6,2.01825,19.8
2000,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",58,6,2.00075,282
2001,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",58,6,2.00175,146.1
2002,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",50,6,2.00275,10.2
2003,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",4,6,2.00375,56.6
2004,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",26,6,2.00475,103
2005,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",59,6,2.00575,96.2
2006,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",110,6,2.00675,89.4
2007,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",11,6,2.00775,106.2
2008,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",60,6,2.00875,123
2009,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",117,6,2.00975,232.35
2010,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",38,6,2.01075,341.7
2011,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",74,6,2.01175,187.35
2012,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",115,6,2.01275,33
2013,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",386,6,2.01375,80
2014,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1185,6,2.01475,127
2015,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1234,6,2.01575,132.2
2016,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1720,6,2.01675,137.4
2017,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1217,6,2.01775,100.9
2018,spring,3,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1735,6,2.01875,64.4
2000,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",5,6,2,211.8
2001,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.001,221.9
2002,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",42,6,2.002,232
2003,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",2,6,2.003,292.3
2004,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",6,6,2.004,352.6
2005,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.005,235.5
2006,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",25,6,2.006,118.4
2007,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",142,6,2.007,367.4
2008,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",149,6,2.008,616.4
2009,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",32,6,2.009,468.6
2010,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",39,6,2.01,320.8
2011,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",95,6,2.011,317.2
2012,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",153,6,2.012,313.6
2013,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",445,6,2.013,304.5
2014,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",342,6,2.014,295.4
2015,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",829,6,2.015,310.7
2016,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1506,6,2.016,326
2017,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",2007,6,2.017,255.95
2018,summer,0,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",2048,6,2.018,185.9
2000,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",19,6,2.0005,102.8
2001,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",4,6,2.0015,103.8
2002,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",11,6,2.0025,104.8
2003,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",,6,2.0035,52.4
2004,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",31,6,2.0045,186
2005,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",1,6,2.0055,45.3
2006,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",33,6,2.0065,90.6
2007,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",118,6,2.0075,96.9
2008,winter,2,Brigalow Belt North,"Tropical and subtropical grasslands, savannas, and shrublands",12,6,2.0085,103.2
